Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration in minutes,Duration in timestamp,Duration,Uploaded Time,Video url,Tags,Tags (in description),Emails (in description),Links (in description)
Dropout Layers in ANN | Code Example | Regression | Classification,"In this video, we explore the power of Dropout Layers with code examples for both Regression and Classification tasks.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

Classification Code - https://colab.research.google.com/drive/1KyMLdV1yB0qVdS-1huxKMN9xVKhrfxGL?usp=sharing

Regression Code - https://drive.google.com/file/d/1p9I76sny0zyIX9VNBEivj6TJaFGwj0GG/view?usp=sharing

Paper link - https://jmlr.org/papers/volume15/srivastava14a/srivastava14a.pdf

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!",https://i.ytimg.com/vi/tgIx04ML7-Y/maxresdefault.jpg,CampusX,72707,4203,93,1157,19.28,19:17,"19 Minutes, 17 Seconds",2022-05-15T14:00:22,https://www.youtube.com/watch?v=tgIx04ML7-Y,[],[],[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://jmlr.org/papers/volume15/srivastava14a/srivastava14a.pdf, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://colab.research.google.com/drive/1KyMLdV1yB0qVdS-1huxKMN9xVKhrfxGL?usp=sharing, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes, https://drive.google.com/file/d/1p9I76sny0zyIX9VNBEivj6TJaFGwj0GG/view?usp=sharing]"
Regularization in Deep Learning | L2 Regularization in ANN | L1 Regularization | Weight Decay in ANN,"Regularization is a set of techniques that can prevent overfitting in neural networks and thus improve the accuracy of a Deep Learning model when facing completely new data from the problem domain.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

Code - https://colab.research.google.com/drive/1PObj5KrXLDDmHjoJ1x0bVmxAFbif5s7q?usp=sharing

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#DeepLearningExplained #RegularizationTechniques #NeuralNetworksTips

⌚Time Stamps⌚

00:00 - Intro
00:40 - Improving NN Performance
01:53 - Overfitting
04:52 - Why Neural networks overfit?
09:08 - Ways to solve overfitting
12:10 - Regularization
19:40 - Intuition behind Regularization
26:38 - Code Demo
35:35 - Outro",https://i.ytimg.com/vi/4xRonrhtkzc/maxresdefault.jpg,CampusX,130424,4835,95,2157,35.95,35:57,"35 Minutes, 57 Seconds",2022-05-20T14:00:03,https://www.youtube.com/watch?v=4xRonrhtkzc,"[#keras, #deep learning, #machine learning, #artificial neural network, #neural network, #neural net, #sequential model, #relu, #educational, #data augmentation, #dropout, #regularization explained, #regularization python, #regularization for deep learning, #regularization in machine learning, #regularization machine learning, #overfitting vs underfitting, #overfitting in machine learning, #l1 and l2 regularization, #l1 and l2 regularization in machine learning, #l2 regularization, #l1 regularization]","[#DeepLearningExplained, #NeuralNetworksTips, #RegularizationTechniques]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes, https://colab.research.google.com/drive/1PObj5KrXLDDmHjoJ1x0bVmxAFbif5s7q?usp=sharing]"
"Activation Functions in Deep Learning | Sigmoid, Tanh and Relu Activation Function","In artificial neural networks, each neuron forms a weighted sum of its inputs and passes the resulting scalar value through a function referred to as an activation function or transfer function. In this video, we explain the basics of Sigmoid, Tanh, and Relu—important parts of how computers learn.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

✨ Hashtags✨
#SimpleLearning #ActivationFunctionsExplained #EasyTech

⌚Time Stamps⌚

00:00 - Intro
00:47 - What are activation functions?
03:28 - Importance of AF
04:58 - Code Demo
06:38 - Why activation functions are needed?
11:05 - Ideal Activation function
18:41 - Sigmoid Activation Function
20:37 - Advantages
22:56 - Disadvantages
36:15 - Tan h Activation Function
38:00 - Advantages
39:02 - Disadvantages
40:17 - Relu Activation Function
40:50 - Advantages
42:43 - Disadvantages
44:24 - Outro",https://i.ytimg.com/vi/7LcUkgzx3AY/maxresdefault.jpg,CampusX,171843,5621,114,2692,44.87,44:52,"44 Minutes, 52 Seconds",2022-06-01T14:00:06,https://www.youtube.com/watch?v=7LcUkgzx3AY,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]","[#SimpleLearning, #EasyTech, #ActivationFunctionsExplained]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
Relu Variants Explained | Leaky Relu | Parametric Relu | Elu | Selu | Activation Functions Part 2,"This is part 2 of the Activation Function Series. In this video, we will discuss the dying relu problem and then learn about the following variants of Relu activation function:

1. Leaky Relu
2. Parametric Relu
3. Elu
4. Selu

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science! Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

✨ Hashtags✨
#ActivationFunctions #ReluVariants #NeuralNetworksExplained

⌚Time Stamps⌚

00:00 - Intro
00:44 - Dying Relu Problem
17:12 - Solutions
20:05 - Leaky Relu
22:47 - Advantages
24:29 - Parametric Relu
25:44 - Exponential Linear Unit
28:40 - Disadvantages
29:09 - Scaled Exponential Linear Unit
33:00 - Outro",https://i.ytimg.com/vi/2OwWs7Hzr9g/maxresdefault.jpg,CampusX,92842,3984,106,2005,33.42,33:25,"33 Minutes, 25 Seconds",2022-06-09T14:00:02,https://www.youtube.com/watch?v=2OwWs7Hzr9g,"[#dying relu issue, #dying relu problem, #relu, #leaky relu activation function, #leaky relu vs relu, #parametric relu activation function, #parametric relu, #parametric relu vs leaky relu, #elu activation function, #exponential linear unit, #scaled exponential linear unit, #selu, #activation function in deep learning, #campusx]","[#ActivationFunctions, #ReluVariants, #NeuralNetworksExplained]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
Weight Initialization Techniques | What not to do? | Deep Learning,"In this video, I'll guide you through weight initialization techniques in neural networks and highlight what NOT to do. From common mistakes to misconceptions, I'll help you navigate the dos and don'ts in optimizing your network's performance.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

🧑‍💻Code:
https://colab.research.google.com/drive/1M4q5yRA0iQXh9h8Y3J7zFGIQzO_Pv9n0?usp=sharing

https://colab.research.google.com/drive/1bsVRmTjYjiQUFee3REHCYeY3vv5r7nfH?usp=sharing

Viz Tool:
https://www.deeplearning.ai/ai-notes/initialization/

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#WeightInitialization #DeepLearningTips #NeuralNetworks 

⌚Time Stamps⌚

00:00 - Intro
01:02 - Why weight initialization is important?
04:31 - Case 1
11:16 - Code Example
14:25 - Sigmoid
23:47 - Code Example
26:52 - Case 2
30:34 - Code Example
32:08 - Case 3
41:04 - Code Example
42:43 - RELU
43:55 - Random Initialization (Large Values)
49:07 - Outro",https://i.ytimg.com/vi/2MSY0HwH5Ss/maxresdefault.jpg,CampusX,103789,4325,148,2964,49.4,49:24,"49 Minutes, 24 Seconds",2022-06-23T14:00:01,https://www.youtube.com/watch?v=2MSY0HwH5Ss,[],"[#DeepLearningTips, #NeuralNetworks, #WeightInitialization]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://colab.research.google.com/drive/1M4q5yRA0iQXh9h8Y3J7zFGIQzO_Pv9n0?usp=sharing, https://colab.research.google.com/drive/1bsVRmTjYjiQUFee3REHCYeY3vv5r7nfH?usp=sharing, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes, https://www.deeplearning.ai/ai-notes/initialization/]"
Xavier/Glorat And He Weight Initialization in Deep Learning,"In this video, I will talk about weight initialization techniques in a Neural network. The following pointers would be discussed:

1.  Weight initialization techniques in neural networks
2.  Xavier initialization in neural network 
3.  He initialization in neural network

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

🧑‍💻Code: https://colab.research.google.com/drive/1Z3pWYFWgUKP7htokOj201APi574a3-vY?usp=sharing

Part 1 of this video: https://youtu.be/2MSY0HwH5Ss

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#NeuralNetworks #WeightInitialization #DeepLearningExplained

⌚Time Stamps⌚

00:00 - Intro
00:33 - Insights
07:01 - Intuition
14:12 - Code Demo
16:03 - He Normal 
17:05 - Uniform Distribution
18:45 - Initialization in KERAS
20:33 - Outro",https://i.ytimg.com/vi/nwVOSgcrbQI/maxresdefault.jpg,CampusX,73976,4018,81,1267,21.12,21:07,"21 Minutes, 7 Seconds",2022-06-25T14:00:32,https://www.youtube.com/watch?v=nwVOSgcrbQI,"[#weight initialization techniques in neural network, #how to initialize weight in a deep neural network, #xavier initialization in neural network, #weight initialization in neural network, #weight initialization, #weight initialization deep learning, #he initialization formula, #xavier initialization, #xavier initialization formula, #campusx]","[#DeepLearningExplained, #NeuralNetworks, #WeightInitialization]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://youtu.be/2MSY0HwH5Ss, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes, https://colab.research.google.com/drive/1Z3pWYFWgUKP7htokOj201APi574a3-vY?usp=sharing]"
Batch Normalization in Deep Learning | Batch Learning in Keras,"This video explores how Batch Normalization transforms the internal workings of neural networks by normalizing inputs within each mini-batch. By maintaining stable activations throughout the training process, Batch Normalization improves convergence speed and aids in tackling the vanishing/exploding gradient problem.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

Code - https://colab.research.google.com/drive/1473vOd0lCPbRW-co_Rm-_TBXgeajkJZ_?usp=sharing

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

⌚Time Stamps⌚
00:00 - Intro
00:40 - What is Batch Normalization
03:11 - Why use batch Normalization
06:58 - Internal Co-Variate Shift
14:40 - Batch Normalization - The How?
31:41 - Batch Normalization During Test
35:32 - The Advantages
39:47 - Keras Implementation
43:24 - Outro

#DeepLearning #BatchNormalization",https://i.ytimg.com/vi/2AscwXePInA/maxresdefault.jpg,CampusX,143452,5425,165,2619,43.65,43:39,"43 Minutes, 39 Seconds",2022-07-01T14:00:03,https://www.youtube.com/watch?v=2AscwXePInA,[],"[#DeepLearning, #BatchNormalization]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://colab.research.google.com/drive/1473vOd0lCPbRW-co_Rm-_TBXgeajkJZ_?usp=sharing, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
Optimizers in Deep Learning | Part 1 | Complete Deep Learning Course,"This video breaks down the key algorithms that fine-tune neural network parameters for optimal performance. From classic techniques like Gradient Descent to advanced methods like Adam and RMSprop, explore how optimizers play a crucial role in training models effectively. Watch to gain insights into choosing the right optimizer for your deep learning tasks and enhancing model convergence. 

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

⌚Time Stamps⌚
00:00 - Intro
00:28 - Intro to Optimizers
02:33 - Role Of optimizers
08:00 -Types Of Optimizers
11:08 - The Challenges?
21:06 - What next?",https://i.ytimg.com/vi/iCTTnQJn50E/maxresdefault.jpg,CampusX,154077,4727,87,1354,22.57,22:34,"22 Minutes, 34 Seconds",2022-07-06T14:00:19,https://www.youtube.com/watch?v=iCTTnQJn50E,[],[],[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
Exponentially Weighted Moving Average or Exponential Weighted Average | Deep Learning,"Exponentially Weighted Moving Average  is a very important concept to understand Optimization in Deep Learning. It means that as we move forward, we simultaneously calculate the average of the points. In Exponentially Weighted Moving Average, we consider a few points, calculate their approximate weighted average, and then plot the graph. Then consider the next point as we move forward in time, calculate its approximate weighted average of the new set of points, and then again plot the graph and so on.

The catch here is that we are calculating the weighted average, and it means that, we give more weight to some points and less weight to others.

Optimization in Deep Learning like Momentum, RMSProp, and Adam can only be implemented with the help of Exponentially Weighted Moving Average. Thus it is very important to understand it.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

⌚Time Stamps⌚

00:00 - Intro
00:43 - What is EWMA?
05:13 - Mathematical Formulation
13:08 - Mathematical Intuition
16:48 - Python Code Demo
18:39 - Outro",https://i.ytimg.com/vi/jAqVuYJ8TP8/maxresdefault.jpg,CampusX,91891,3897,111,1131,18.85,18:51,"18 Minutes, 51 Seconds",2022-07-18T14:00:34,https://www.youtube.com/watch?v=jAqVuYJ8TP8,"[#exponentially weighted moving average, #exponential weighted average, #optimization techniques in deep learning, #optimization algorithms python, #optimization in machine learning, #optimization in deep learning, #campusx]",[],[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
SGD with Momentum Explained in Detail with Animations | Optimizers in Deep Learning Part 2,"In this video, we will understand in detail what is Momentum Optimizer in Deep Learning. Momentum Optimizer in Deep Learning is a technique that reduces the time taken to train a model.  The path of learning in mini-batch gradient descent is zig-zag, and not straight. Thus, some time gets wasted in moving in a zig-zag direction. Momentum Optimizer in Deep Learning smooths out the zig-zag path and makes it much straighter, thus reducing the time taken to train the model.

Momentum Optimizer uses Exponentially Weighted Moving Average, which averages out the vertical movement and the net movement is mostly in the horizontal direction. Thus zig-zag path becomes straighter.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

Convex Vs Non-convex Cost Function:
https://www.youtube.com/watch?v=TXVtbgaEyms&t=1s&ab_channel=CampusX

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

⌚Time Stamps⌚

00:00 - Intro
01:24 - Understanding Graphs
07:13 - Image Representation
10:41 - Convex vs Non-Convex Optimization
18:13 - Momentum Optimization
20:49 - The What?
24:23 - How to implement the concept Mathematically
28:41 - Effect of Beta
34:33 - Problems with Momentum Optimization
35:54 - Visualization
38:04 - Outro",https://i.ytimg.com/vi/vVS4csXRlcQ/maxresdefault.jpg,CampusX,108651,5530,158,2305,38.42,38:25,"38 Minutes, 25 Seconds",2022-07-20T14:00:26,https://www.youtube.com/watch?v=vVS4csXRlcQ,"[#momentum in sgd, #understanding momentum in stochastic gradient descent, #stochastic gradient descent, #gradient descent, #stochastic gradient descent python, #how momentum works in sgd, #smoothing, #exponential smoothing, #campusx]",[],[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://www.youtube.com/watch?v=TXVtbgaEyms&t=1s&ab_channel=CampusX, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
Nesterov Accelerated Gradient (NAG) Explained in Detail | Animations | Optimizers in Deep Learning,"The acceleration of momentum can overshoot the minima at the bottom of basins or valleys. Nesterov momentum is an extension of momentum that involves calculating the decaying moving average of the gradients of projected positions in the search space rather than the actual positions themselves.

This has the effect of harnessing the accelerating benefits of momentum whilst allowing the search to slow down when approaching the optima and reduce the likelihood of missing or overshooting it.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

⌚Time Stamps⌚

00:00 - Intro
00:47 - What is NAG?
09:12 - Mathematical Intuition of NAG
12:52 - Momentum
17:59 - Geometric Intuition of NAG
24:39 - Disadvantages - (1)
25:55 - KERAS Code Implementation
27:30 - Outro",https://i.ytimg.com/vi/rKG9E6rce1c/maxresdefault.jpg,CampusX,82410,3795,82,1670,27.83,27:50,"27 Minutes, 50 Seconds",2022-07-26T14:00:33,https://www.youtube.com/watch?v=rKG9E6rce1c,"[#deep learning optimizers, #momentum, #momentum with nag, #nesterov momentum, #nesterov accelerrated gradients, #deep learning course in hindi, #deep learning course, #campusx]",[],[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
AdaGrad Explained in Detail with Animations | Optimizers in Deep Learning Part 4,"Adaptive Gradient Algorithm (Adagrad) is an algorithm for gradient-based optimization. The learning rate is adapted component-wise to the parameters by incorporating knowledge of past observations.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

⌚Time Stamps⌚

00:00 - Intro
00:15 - Adaptive Gradient Introduction
03:42 - Elongated Bowl Problem
07:22 - Visual Reprensation
09:42 - How do Optimizers behave?
17:22 - Mathematical Intuition
24:20 - Disadvantage
26:16 - Outro",https://i.ytimg.com/vi/nqL9xYmhEpg/maxresdefault.jpg,CampusX,84337,3808,132,1589,26.48,26:29,"26 Minutes, 29 Seconds",2022-08-03T14:00:22,https://www.youtube.com/watch?v=nqL9xYmhEpg,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[],[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
RMSProp Explained in Detail with Animations | Optimizers in Deep Learning Part 5,"Root Mean Squared Propagation, or RMSProp, is an extension of gradient descent and the AdaGrad version of gradient descent that uses a decaying average of partial gradients in the adaptation of the step size for each parameter.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

⌚Time Stamps⌚

00:00 - Intro
00:15 - What is RMSProp
03:33 - The Math behind RMSProp
10:35 - Understanding with Animation
11:28 - Disadvantages
12:25 - Outro",https://i.ytimg.com/vi/p0wSmKslWi0/maxresdefault.jpg,CampusX,69423,3296,52,758,12.63,12:38,"12 Minutes, 38 Seconds",2022-08-05T14:00:35,https://www.youtube.com/watch?v=p0wSmKslWi0,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[],[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
Adam Optimizer Explained in Detail with Animations | Optimizers in Deep Learning Part 5,"Adaptive Moment Estimation is an algorithm for optimization technique for gradient descent. The method is really efficient when working with large problems involving a lot of data or parameters. It requires less memory and is efficient. Intuitively, it is a combination of the ‘gradient descent with momentum’ algorithm and the ‘RMSP’ algorithm.

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

⌚Time Stamps⌚

00:00 - Intro
00:40 - What is Adaptive Moment Estimation? ADAM
05:45 - Math behind ADAM
11:24 - The Verdict",https://i.ytimg.com/vi/N5AynalXD9g/maxresdefault.jpg,CampusX,110574,3632,72,759,12.65,12:39,"12 Minutes, 39 Seconds",2022-08-07T14:00:09,https://www.youtube.com/watch?v=N5AynalXD9g,[],[],[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
